name_uk,name_en,place,oblast,lat,lon,osm_id,osm_type
Копані,Kopani,village,Донецька,48.543758,37.04184,3936182,relation
Красноподілля,Krasnopodillia,village,Донецька,48.419055,37.089034,3936183,relation
Чернігівка,,village,Донецька,48.418913,37.121656,3936184,relation
Степи,,village,Донецька,48.490195,37.186718,3936185,relation
Матяшеве,Matiasheve,village,Донецька,48.410197,37.065175,3936186,relation
Нововодяне,Novovodiane,village,Донецька,48.545397,37.146899,3936187,relation
Новогришине,Novohryshyne,village,Донецька,48.417147,37.026415,3936188,relation
Шевченко,Shevchenko,village,Донецька,48.387259,37.103953,3936189,relation
Рівне,Rivne,village,Донецька,48.299917,37.22114,3936197,relation
Балаган,Balahan,hamlet,Донецька,48.291483,37.297168,3936200,relation
Козацьке,,village,Донецька,48.281002,37.308367,3936201,relation
Промінь,Promin,village,Донецька,48.269568,37.317709,3936202,relation
Сухий Яр,Sukhyi Yar,village,Донецька,48.237057,37.278815,3936203,relation
Бойківське,Boykivske,town,Донецька,47.408739,38.014242,3936209,relation
Андріївка,Andriivka,village,Донецька,47.658391,38.089224,3936233,relation
Кальміуське,Kalmiouske,town,Донецька,47.658684,38.072356,3936234,relation
Олександрівка,Oleksandrivka,village,Донецька,48.820527,37.403564,3936235,relation
Вознесенка,Voznesenka,village,Донецька,47.767484,38.041713,3936236,relation
Металіст,Metalist,village,Донецька,47.82386,38.294345,3936237,relation
Олександрівка,Oleksandrivka,village,Донецька,47.795352,38.050778,3936255,relation
Ларине,Laryne,town,Донецька,47.892034,37.926157,3936256,relation
Мар’янівка,Marianivka,village,Донецька,47.881944,37.853928,3936257,relation
Новомиколаївка,Novomykolaivka,hamlet,Донецька,47.839988,37.692228,3936258,relation
Колосникове,Kolosnykove,town,Донецька,48.047955,38.063107,3936261,relation
Авіловка,Avilovka,hamlet,Донецька,48.198223,38.173433,3936262,relation
Шапошникове,Shaposhnykove,hamlet,Донецька,48.191518,38.159226,3936263,relation
Широка Балка,Shyroka Balka,village,Донецька,48.301135,37.930483,3936265,relation
Кринична,Krynychna,town,Донецька,48.123759,38.027966,3936269,relation
Біленьке,Bilenke,town,Донецька,48.757807,37.622399,3936271,relation
Краматорськ,Kramatorsk,city,Донецька,48.727284,37.54766,3936275,relation
Маячка,Maiachka,village,Донецька,48.766636,37.348162,3936284,relation
Селезнівка,Seleznivka,village,Донецька,48.862554,37.668656,3936289,relation
Луганське,Luhanske,village,Донецька,48.441295,38.275675,3936308,relation
Новолуганське,Novoluhanske,village,Донецька,48.43168,38.174825,3936309,relation
Манжиків Кут,,village,Донецька,47.84255,37.9893,3936475,relation
Павлоградське,Pavlohradske,village,Донецька,47.867291,37.941856,3936485,relation
Горбачево-Михайлівка,Horbachevo-Mykhailivka,town,Донецька,47.847809,38.010345,3936525,relation
Менчугове,Menchuhove,village,Донецька,47.851905,37.984584,3936526,relation
Бирюки,Byriuky,village,Донецька,47.862698,38.083189,3936566,relation
Гришки,Hryshky,village,Донецька,47.877782,37.992448,3936567,relation
Кисличе,,village,Донецька,47.91088,37.998427,3936568,relation
Вінницьке,Vinnytske,village,Донецька,48.094672,38.450778,3936655,relation
Кищенко,Kyshchenko,hamlet,Донецька,48.087577,38.466796,3936656,relation
Леб’яже,Lebiazhe,hamlet,Донецька,48.186368,37.945712,3936657,relation
Чумаки,Chumaky,village,Донецька,48.097791,38.478458,3936658,relation
Соледар,Soledar,town,Донецька,48.695844,38.077951,3936702,relation
Щурове,Shchurove,village,Донецька,48.961673,37.717241,3936703,relation
Східне,,village,Донецька,48.229621,37.532563,3936749,relation
Євгенівка,Yevhenivka,village,Донецька,48.231652,37.534631,3936750,relation
Молодецьке,Molodetske,village,Донецька,48.238565,36.93509,3936811,relation
Муравка,Muravka,village,Донецька,48.17642,36.898518,3936812,relation
Новомиколаївка,Novomykolaivka,village,Донецька,48.188964,36.926203,3936813,relation
Новосергіївка,Novoserhiivka,village,Донецька,48.202952,36.983741,3936814,relation
Удачне,Udachne,town,Донецька,48.240817,36.991114,3936815,relation
Богданівка,Bohdanivka,hamlet,Донецька,48.092324,36.965228,3936864,relation
Запоріжжя,Zaporizhzhia,village,Донецька,48.106371,36.99532,3936865,relation
Новоандріївка,Novoandriivka,village,Донецька,48.106047,37.039782,3936866,relation
Горіхове,Horikhove,village,Донецька,48.09937,36.917123,3936867,relation
Преображенка,Preobrazhenka,village,Донецька,48.1155,36.980851,3936868,relation
Срібне,Sribne,village,Донецька,48.106116,37.015062,3936869,relation
Троїцьке,Troitske,village,Донецька,48.105865,36.944558,3936870,relation
Українка,Ukrainka,village,Донецька,48.116014,37.097639,3936871,relation
Ясенове,Yasenove,village,Донецька,48.105836,37.06852,3936872,relation
Котлярівка,Kotliarivka,village,Донецька,48.14067,36.933498,3936880,relation
Надіївка,,village,Донецька,48.140679,37.005621,3936881,relation
Новоєлизаветівка,Novoielyzavetivka,village,Донецька,48.136646,37.04163,3936882,relation
Чумацьке,,village,Донецька,48.135196,37.1418,3936883,relation
Жовте,Zhovte,village,Донецька,48.186855,37.148599,3936964,relation
Новоолександрівка,Novooleksandrivka,village,Донецька,48.189431,36.991989,3936965,relation
Нововасилівка,Novovasylivka,village,Донецька,48.204563,37.044734,3936966,relation
Новооленівка,Novoolenivka,village,Донецька,48.138963,37.087206,3936967,relation
Новопустинка,Novopustynka,village,Донецька,48.195186,37.11761,3936968,relation
Новотроїцьке,Novotroitske,village,Донецька,48.197118,37.092394,3936969,relation
Успенівка,Uspenivka,village,Донецька,48.20013,37.019845,3936970,relation
Шевченко,Shevchenko,town,Донецька,48.220902,37.146592,3936999,relation
Берестки,Berestky,village,Донецька,48.011896,37.262001,3937000,relation
Юріївка,Yurivka,village,Донецька,48.142948,37.188441,3937026,relation
Григорівка,Hryhorivka,village,Донецька,48.162104,37.228824,3937027,relation
Новоолексіївка,Novooleksiivka,village,Донецька,48.133084,37.208318,3937028,relation
Петрівка,Petrivka,village,Донецька,48.168835,37.206044,3937029,relation
Пустинка,Pustynka,village,Донецька,48.159409,37.178423,3937030,relation
Вовкове,Vovkove,hamlet,Донецька,48.230159,37.080843,3937068,relation
Звірове,Zvirove,village,Донецька,48.250153,37.126037,3937069,relation
Калинівка,Kalynivka,village,Донецька,48.343334,36.831164,3937070,relation
Піщане,Pishchane,village,Донецька,48.232517,37.107657,3937071,relation
Сергіївка,Serhiivka,village,Донецька,48.309513,36.931056,3937072,relation
Солоне,Solone,village,Донецька,48.212194,37.051062,3937073,relation
Гришине,Hryshyne,village,Донецька,48.326578,37.081973,3937106,relation
Котлине,Kotlyne,village,Донецька,48.252748,37.055626,3937107,relation
Леонтовичі,,village,Донецька,48.26277,37.142736,3937108,relation
Троянда,Troianda,village,Донецька,48.263491,37.159739,3937109,relation
Гнатівка,Hnativka,village,Донецька,48.26308,37.208333,3937122,relation
Даченське,Dachenske,village,Донецька,48.213427,37.219962,3937123,relation
Зелене,Zelene,village,Донецька,48.215612,37.194023,3937124,relation
Лисівка,Lysivka,village,Донецька,48.219644,37.256881,3937125,relation
Новопавлівка,Novopavlivka,village,Донецька,48.2513,37.21933,3937126,relation
Новоукраїнка,Novoukrainka,hamlet,Донецька,48.228304,37.197531,3937127,relation
Відродження,,village,Донецька,48.21284,37.171542,3937128,relation
Ріг,Rih,village,Донецька,48.271121,37.205777,3937129,relation
Чунишине,Chunyshyne,village,Донецька,48.232731,37.200697,3937130,relation
Красний Лиман,Krasnyi Lyman,village,Донецька,48.341351,37.228067,3937186,relation
Федорівка,Fedorivka,village,Донецька,48.380364,37.285368,3937234,relation
Михайлівка,Mykhailivka,village,Донецька,48.298518,37.368026,3937235,relation
Миколаївка,Mykolaivka,village,Донецька,48.321336,37.345594,3937236,relation
Новоекономічне,Novoekonomichne,town,Донецька,48.329128,37.325587,3937237,relation
Разіне,Razine,village,Донецька,48.366114,37.312681,3937238,relation
Малинівка,Malynivka,village,Донецька,48.335923,37.423608,3937239,relation
Шевченко Перше,Shevchenko Pershe,hamlet,Донецька,48.370911,37.40216,3937240,relation
Єлизаветівка,Yelyzavetivka,village,Донецька,48.302772,37.449691,3937270,relation
Миролюбівка,Myroliubivka,village,Донецька,48.298587,37.380402,3937271,relation
Баранівка,Baranivka,village,Донецька,48.319134,37.540214,3937277,relation
Воздвиженка,Vozdvyzhenka,village,Донецька,48.303718,37.51539,3937278,relation
Новоолександрівка,Novooleksandrivka,village,Донецька,48.281845,37.556517,3937279,relation
Тимофіївка,Tymofiivka,hamlet,Донецька,48.283652,37.493921,3937280,relation
Веселе,Vesele,village,Донецька,48.237396,37.439111,3937310,relation
Вовче,Vovche,village,Донецька,48.233867,37.487716,3937311,relation
Іванівка,Ivanivka,village,Донецька,48.258953,37.445362,3937312,relation
Лисичне,Lysychne,hamlet,Донецька,48.274478,37.460331,3937313,relation
Новоторецьке,Novotoretske,hamlet,Донецька,48.28839,37.414874,3937314,relation
Прогрес,Prohres,village,Донецька,48.244427,37.496302,3937315,relation
Свиридонівка,Svyrydonivka,hamlet,Донецька,48.283846,37.448277,3937316,relation
Сергіївка,Serhiivka,village,Донецька,48.220598,37.415005,3937317,relation
Вишневе,Vyshneve,town,Донецька,48.15005,37.246929,3937433,relation
Завітне,Zavitne,village,Донецька,48.178131,37.430554,3937434,relation
Зоря,Zoria,village,Донецька,48.08032,37.182642,3937435,relation
Калинове,Kalynove,village,Донецька,48.138532,37.440528,3937436,relation
Комишівка,Komyshivka,town,Донецька,48.180451,37.469223,3937437,relation
